R0,SH0,T0,,R1,SH1,T1,,R2,SH2,T2,,
5.74E+12,5.88E+11,1500,,4.47E+12,4.09E+11,1500,1470,2.60E+12,1.93E+11,1500,,1453.8447
5.87E+12,5.15E+11,775.632,,4.61E+12,3.85E+11,850.1150893,833.1127876,2.74E+12,2.33E+11,1452.31,,849.1150893
6.01E+12,5.30E+11,766.627,,4.75E+12,3.99E+11,836.3735944,819.6461225,2.89E+12,2.48E+11,1414.43,,836.3735944
6.15E+12,5.45E+11,757.929,,4.89E+12,4.13E+11,824.1894066,807.7056184,3.03E+12,2.63E+11,1379.47,,824.1894066
6.29E+12,5.59E+11,749.52,,5.03E+12,4.28E+11,812.5218182,796.2713819,3.18E+12,2.78E+11,1347.07,,812.5218182
6.43E+12,5.74E+11,741.385,,5.17E+12,4.42E+11,801.3369064,785.3101682,3.32E+12,2.93E+11,1316.94,,801.3369064
6.57E+12,5.89E+11,733.509,,5.31E+12,4.57E+11,790.6007479,774.7887329,3.47E+12,3.08E+11,1288.82,,790.6007479
6.70E+12,6.04E+11,725.879,,5.45E+12,4.71E+11,780.2852351,764.6795304,3.61E+12,3.24E+11,1262.5,,780.2852351
6.84E+12,6.19E+11,718.482,,5.60E+12,4.86E+11,770.3632296,754.955965,3.76E+12,3.40E+11,1237.79,,770.3632296
6.98E+12,6.34E+11,711.306,,5.74E+12,5.01E+11,760.8105007,745.5942907,3.90E+12,3.56E+11,1214.54,,760.8105007
7.12E+12,6.49E+11,704.342,,5.88E+12,5.16E+11,751.6047561,736.572661,4.05E+12,3.71E+11,1192.61,,751.6047561
7.26E+12,6.65E+11,697.578,,6.02E+12,5.31E+11,742.7246727,727.8701792,4.19E+12,3.88E+11,1171.88,,742.7246727
7.40E+12,6.80E+11,691.005,,6.16E+12,5.45E+11,734.1528043,719.4697482,4.34E+12,4.04E+11,1152.24,,734.1528043
7.54E+12,6.95E+11,684.615,,6.30E+12,5.61E+11,725.8697664,711.3523711,4.48E+12,4.20E+11,1133.6,,725.8697664
7.67E+12,7.11E+11,678.399,,6.44E+12,5.76E+11,717.8619898,703.50475,4.63E+12,4.37E+11,1115.87,,717.8619898
7.81E+12,7.26E+11,672.349,,6.58E+12,5.91E+11,710.1129976,695.9107376,4.77E+12,4.53E+11,1098.99,,710.1129976
7.95E+12,7.42E+11,666.458,,6.72E+12,6.06E+11,702.6101897,688.5579859,4.91E+12,4.70E+11,1082.89,,702.6101897
8.09E+12,7.57E+11,660.719,,6.86E+12,6.21E+11,695.339997,681.433197,5.06E+12,4.86E+11,1067.51,,695.339997
8.23E+12,7.73E+11,655.126,,7.00E+12,6.37E+11,688.2907886,674.5249729,5.20E+12,5.03E+11,1052.8,,688.2907886
8.37E+12,7.88E+11,649.673,,7.15E+12,6.52E+11,681.4519032,667.8228651,5.35E+12,5.20E+11,1038.71,,681.4519032
8.50E+12,8.04E+11,644.353,,7.29E+12,6.68E+11,674.812679,661.3164255,5.49E+12,5.37E+11,1025.2,,674.812679
8.64E+12,8.20E+11,639.163,,7.43E+12,6.83E+11,668.3643932,654.9971053,5.64E+12,5.55E+11,1012.22,,668.3643932
8.78E+12,8.36E+11,634.095,,7.57E+12,6.99E+11,662.0963841,648.8544564,5.78E+12,5.72E+11,999.755,,662.0963841
8.92E+12,8.52E+11,629.146,,7.71E+12,7.15E+11,656.0018671,642.8818297,5.93E+12,5.89E+11,987.758,,656.0018671
9.06E+12,8.68E+11,624.312,,7.85E+12,7.30E+11,650.0730884,637.0716266,6.07E+12,6.07E+11,976.205,,650.0730884
9.20E+12,8.83E+11,619.587,,7.99E+12,7.46E+11,644.3022942,631.4162483,6.22E+12,6.24E+11,965.068,,644.3022942
9.33E+12,8.99E+11,614.968,,8.13E+12,7.62E+11,638.6817305,625.9080959,6.36E+12,6.42E+11,954.323,,638.6817305
9.47E+12,9.16E+11,610.45,,8.27E+12,7.78E+11,633.2065514,620.5424204,6.51E+12,6.60E+11,943.947,,633.2065514
9.61E+12,9.32E+11,606.031,,8.41E+12,7.94E+11,627.8690029,615.3116228,6.65E+12,6.77E+11,933.919,,627.8690029
9.75E+12,9.48E+11,601.706,,8.55E+12,8.10E+11,622.6652081,610.2119039,6.80E+12,6.95E+11,924.221,,622.6652081
9.89E+12,9.64E+11,597.473,,8.70E+12,9.37E+11,795.3751739,779.4676704,6.94E+12,7.13E+11,914.833,,795.3751739
1.00E+13,9.80E+11,593.328,,8.84E+12,9.56E+11,789.2670877,773.4817459,7.08E+12,7.31E+11,905.741,,789.2670877
1.02E+13,9.96E+11,589.268,,8.98E+12,9.74E+11,783.3043859,767.6382982,7.23E+12,7.49E+11,896.929,,783.3043859
1.03E+13,1.01E+12,585.29,,9.12E+12,9.93E+11,777.4822225,761.9325781,7.37E+12,7.68E+11,888.382,,777.4822225
1.04E+13,1.03E+12,581.391,,9.26E+12,1.01E+12,771.7957513,756.3598363,7.52E+12,7.86E+11,880.088,,771.7957513
1.06E+13,1.05E+12,577.569,,9.40E+12,1.03E+12,766.2381876,750.9134239,7.66E+12,8.04E+11,872.034,,766.2381876
1.07E+13,1.06E+12,573.822,,9.54E+12,1.05E+12,760.8056546,745.5895415,7.81E+12,8.23E+11,864.208,,760.8056546
1.09E+13,1.08E+12,570.147,,9.68E+12,1.07E+12,755.493306,740.3834399,7.95E+12,8.41E+11,856.601,,755.493306
1.10E+13,1.10E+12,566.542,,9.82E+12,1.09E+12,750.2972651,735.2913198,8.10E+12,8.60E+11,849.202,,750.2972651
1.11E+13,1.11E+12,563.004,,9.96E+12,1.11E+12,745.2117163,730.307482,8.24E+12,8.78E+11,842.001,,745.2117163
1.13E+13,1.13E+12,559.531,,1.01E+13,1.12E+12,740.2347213,725.4300269,8.39E+12,8.97E+11,834.99,,740.2347213
1.14E+13,1.14E+12,556.122,,1.02E+13,1.14E+12,735.3614339,720.6542052,8.53E+12,9.16E+11,828.16,,735.3614339
1.15E+13,1.16E+12,552.775,,1.04E+13,1.16E+12,730.5879771,715.9762176,8.68E+12,9.35E+11,821.504,,730.5879771
1.17E+13,1.18E+12,549.487,,1.05E+13,1.18E+12,725.9114433,711.3932145,8.82E+12,9.54E+11,815.015,,725.9114433
1.18E+13,1.20E+12,546.257,,1.07E+13,1.20E+12,721.3279556,706.9013965,8.97E+12,9.73E+11,808.685,,721.3279556
1.20E+13,1.21E+12,543.084,,1.08E+13,1.22E+12,716.8355755,702.498864,9.11E+12,9.92E+11,802.509,,716.8355755
1.21E+13,1.23E+12,539.965,,1.10E+13,1.24E+12,712.4313953,698.1827674,9.26E+12,1.01E+12,796.479,,712.4313953
1.22E+13,1.25E+12,536.899,,1.11E+13,1.26E+12,708.1105688,693.9483574,9.40E+12,1.03E+12,790.591,,708.1105688
1.24E+13,1.26E+12,533.885,,1.12E+13,1.28E+12,703.8721269,689.7946844,9.54E+12,1.05E+12,784.838,,703.8721269
1.25E+13,1.28E+12,530.921,,1.14E+13,1.30E+12,699.7131618,685.7188986,9.69E+12,1.07E+12,779.216,,699.7131618
1.27E+13,1.30E+12,528.006,,1.15E+13,1.32E+12,695.6317351,681.7191004,9.83E+12,1.09E+12,773.719,,695.6317351
1.28E+13,1.31E+12,525.139,,1.17E+13,1.34E+12,691.6239699,677.7914905,9.98E+12,1.11E+12,768.344,,691.6239699
1.29E+13,1.33E+12,522.318,,1.18E+13,1.36E+12,687.6888969,673.935119,1.01E+13,1.13E+12,763.085,,687.6888969
1.31E+13,1.35E+12,519.541,,1.19E+13,1.38E+12,683.8236085,670.1471363,1.03E+13,1.15E+12,757.938,,683.8236085
1.32E+13,1.37E+12,516.809,,1.21E+13,1.40E+12,680.0261661,666.4256428,1.04E+13,1.17E+12,752.9,,680.0261661
1.33E+13,1.38E+12,514.119,,1.22E+13,1.42E+12,676.2956006,662.7696886,1.06E+13,1.19E+12,747.966,,676.2956006
1.35E+13,1.40E+12,511.471,,1.24E+13,1.44E+12,672.6290043,659.1764242,1.07E+13,1.21E+12,743.134,,672.6290043
1.36E+13,1.42E+12,508.863,,1.25E+13,1.46E+12,669.0234694,655.643,1.08E+13,1.23E+12,738.399,,669.0234694
1.38E+13,1.43E+12,506.295,,1.26E+13,1.48E+12,665.4799653,652.170366,1.10E+13,1.25E+12,733.758,,665.4799653
1.39E+13,1.45E+12,503.765,,1.28E+13,1.50E+12,661.9946149,648.7547226,1.11E+13,1.27E+12,729.209,,661.9946149
1.40E+13,1.47E+12,501.273,,1.29E+13,1.52E+12,658.5674184,645.39607,1.13E+13,1.29E+12,724.748,,658.5674184
1.42E+13,1.49E+12,498.817,,1.31E+13,1.54E+12,655.1944987,642.0906087,1.14E+13,1.31E+12,720.372,,655.1944987
1.43E+13,1.50E+12,496.397,,1.32E+13,1.56E+12,651.876825,638.8392885,1.16E+13,1.33E+12,716.079,,651.876825
1.45E+13,1.52E+12,494.012,,1.33E+13,1.58E+12,648.6114898,635.6392601,1.17E+13,1.35E+12,711.865,,648.6114898
1.46E+13,1.54E+12,491.661,,1.35E+13,1.60E+12,645.3975238,632.4895734,1.19E+13,1.37E+12,707.73,,645.3975238
1.47E+13,1.56E+12,489.343,,1.36E+13,1.62E+12,642.2329885,629.3883288,1.20E+13,1.39E+12,703.67,,642.2329885
1.49E+13,1.80E+12,635.896,,1.38E+13,1.64E+12,639.117884,626.3355263,1.21E+13,1.41E+12,699.682,,639.117884
1.50E+13,1.82E+12,633.124,,1.39E+13,1.66E+12,636.0493024,623.3283164,1.23E+13,1.43E+12,695.766,,636.0493024
1.51E+13,1.84E+12,630.39,,1.41E+13,1.68E+12,633.0282131,620.3676489,1.24E+13,1.45E+12,691.918,,633.0282131
1.53E+13,1.86E+12,627.693,,1.42E+13,1.70E+12,630.0517084,617.4506742,1.26E+13,1.47E+12,688.137,,630.0517084
1.54E+13,1.88E+12,625.032,,1.43E+13,1.72E+12,627.118819,614.5764427,1.27E+13,1.49E+12,684.42,,627.118819
1.56E+13,1.90E+12,622.407,,1.45E+13,1.74E+12,624.2285758,611.7440043,1.29E+13,1.51E+12,680.767,,624.2285758
1.57E+13,1.92E+12,619.816,,1.46E+13,1.76E+12,621.3809786,608.953359,1.30E+13,1.53E+12,677.174,,621.3809786
1.58E+13,1.94E+12,617.26,,1.48E+13,1.78E+12,618.5731199,606.2016575,1.32E+13,1.55E+12,673.641,,618.5731199
1.60E+13,1.96E+12,614.736,,1.49E+13,1.80E+12,615.8059688,603.4898494,1.33E+13,1.57E+12,670.166,,615.8059688
1.61E+13,1.98E+12,612.245,,1.50E+13,1.82E+12,613.0775869,600.8160352,1.35E+13,1.59E+12,666.747,,613.0775869
1.63E+13,2.00E+12,609.786,,1.52E+13,1.84E+12,610.387005,598.1792649,1.36E+13,1.61E+12,663.383,,610.387005
1.64E+13,2.02E+12,607.357,,1.53E+13,1.86E+12,607.7332538,595.5785887,1.37E+13,1.63E+12,660.072,,607.7332538
1.65E+13,2.04E+12,604.959,,1.55E+13,1.89E+12,605.1163333,593.0140067,1.39E+13,1.65E+12,656.813,,605.1163333
1.67E+13,2.07E+12,602.591,,1.56E+13,1.91E+12,602.5352744,590.4845689,1.40E+13,1.68E+12,653.604,,602.5352744
1.68E+13,2.09E+12,600.252,,1.57E+13,1.93E+12,599.9881385,587.9883757,1.42E+13,1.70E+12,650.445,,599.9881385
1.69E+13,2.11E+12,597.942,,1.59E+13,1.95E+12,597.4749256,585.5254271,1.43E+13,1.72E+12,647.333,,597.4749256
1.71E+13,2.13E+12,595.66,,1.60E+13,1.97E+12,594.9946665,583.0947732,1.45E+13,1.74E+12,644.269,,594.9946665
1.72E+13,2.15E+12,593.405,,1.62E+13,1.99E+12,592.5463921,580.6954642,1.46E+13,1.76E+12,641.249,,592.5463921
1.74E+13,2.17E+12,591.177,,1.63E+13,2.01E+12,590.1301022,578.3275001,1.48E+13,1.78E+12,638.274,,590.1301022
1.75E+13,2.19E+12,588.975,,1.64E+13,2.03E+12,587.7457969,575.9908809,1.49E+13,1.80E+12,635.343,,587.7457969
1.76E+13,2.21E+12,586.799,,1.66E+13,2.05E+12,585.3905685,573.6827571,1.50E+13,1.82E+12,632.454,,585.3905685
1.78E+13,2.23E+12,584.648,,1.67E+13,2.07E+12,583.0653862,571.4040784,1.52E+13,1.84E+12,629.606,,583.0653862
1.79E+13,2.25E+12,582.523,,1.69E+13,2.10E+12,580.7692808,569.1538952,1.53E+13,1.87E+12,626.799,,580.7692808
1.81E+13,2.28E+12,580.421,,1.70E+13,2.12E+12,578.5022523,566.9322072,1.55E+13,1.89E+12,624.03,,578.5022523
1.82E+13,2.30E+12,578.343,,1.72E+13,2.14E+12,576.2623622,564.737115,1.56E+13,1.91E+12,621.3,,576.2623622
1.83E+13,2.32E+12,576.289,,1.73E+13,2.16E+12,574.0496106,562.5686184,1.58E+13,1.93E+12,618.608,,574.0496106
1.85E+13,2.34E+12,574.258,,1.74E+13,2.18E+12,571.8639974,560.4267174,1.59E+13,1.95E+12,615.953,,571.8639974
1.86E+13,2.36E+12,572.249,,1.76E+13,2.20E+12,569.7045534,558.3104623,1.61E+13,1.97E+12,613.333,,569.7045534
1.87E+13,2.38E+12,570.263,,1.77E+13,2.22E+12,567.5703094,556.2189032,1.62E+13,2.00E+12,610.748,,567.5703094
1.89E+13,2.40E+12,568.298,,1.79E+13,2.25E+12,565.4622345,554.1529898,1.63E+13,2.02E+12,608.197,,565.4622345
1.90E+13,2.42E+12,566.355,,1.80E+13,2.27E+12,563.3774212,552.1098728,1.65E+13,2.04E+12,605.68,,563.3774212
1.92E+13,2.45E+12,564.432,,1.81E+13,2.29E+12,561.3178079,550.0914518,1.66E+13,2.06E+12,603.196,,561.3178079
1.93E+13,2.47E+12,562.53,,1.83E+13,2.31E+12,559.2814561,548.095827,1.68E+13,2.08E+12,600.744,,559.2814561
1.94E+13,2.49E+12,560.648,,1.84E+13,2.33E+12,557.2683658,546.1229985,1.69E+13,2.10E+12,598.323,,557.2683658
1.96E+13,2.51E+12,558.786,,1.86E+13,2.35E+12,555.278537,544.1729663,1.71E+13,2.13E+12,595.933,,555.278537
1.97E+13,2.53E+12,556.944,,1.87E+13,2.38E+12,553.3110005,542.2447805,1.72E+13,2.15E+12,593.573,,553.3110005
1.99E+13,2.55E+12,555.12,,1.88E+13,2.40E+12,551.3657563,540.3384412,1.74E+13,2.17E+12,591.242,,551.3657563
2.00E+13,2.58E+12,553.316,,1.90E+13,2.42E+12,549.4408659,538.4520486,1.75E+13,2.19E+12,588.94,,549.4408659
2.01E+13,2.60E+12,551.53,,1.91E+13,2.44E+12,547.5382678,536.5875025,1.76E+13,2.21E+12,586.666,,547.5382678
2.03E+13,2.62E+12,549.762,,1.93E+13,2.46E+12,545.6560236,534.7429031,1.78E+13,2.24E+12,584.42,,545.6560236
2.04E+13,2.64E+12,548.012,,1.94E+13,2.48E+12,543.7941331,532.9182505,1.79E+13,2.26E+12,582.201,,543.7941331
2.05E+13,2.66E+12,546.28,,1.95E+13,2.51E+12,541.9516273,531.1125947,1.81E+13,2.28E+12,580.009,,541.9516273
2.07E+13,2.68E+12,544.565,,1.97E+13,2.53E+12,540.1294753,529.3268857,1.82E+13,2.30E+12,577.842,,540.1294753
2.08E+13,2.71E+12,542.866,,1.98E+13,2.55E+12,538.3267078,527.5601737,1.84E+13,2.32E+12,575.701,,538.3267078
2.10E+13,2.73E+12,541.185,,2.00E+13,2.57E+12,536.5423558,525.8115086,1.85E+13,2.35E+12,573.585,,536.5423558
2.11E+13,2.75E+12,539.52,,2.01E+13,2.59E+12,534.7773883,524.0818405,1.87E+13,2.37E+12,571.494,,534.7773883
2.12E+13,2.77E+12,537.871,,2.03E+13,2.62E+12,533.0308362,522.3702195,1.88E+13,2.39E+12,569.426,,533.0308362
2.14E+13,2.79E+12,536.238,,2.04E+13,2.64E+12,531.3017302,520.6756956,1.89E+13,2.41E+12,567.382,,531.3017302
2.15E+13,2.82E+12,534.621,,2.05E+13,2.66E+12,529.5900704,518.998269,1.91E+13,2.44E+12,565.361,,529.5900704
2.17E+13,2.84E+12,533.019,,2.07E+13,2.68E+12,527.8958567,517.3379396,1.92E+13,2.46E+12,563.363,,527.8958567
2.18E+13,2.86E+12,531.432,,2.08E+13,2.71E+12,526.2190892,515.6947074,1.94E+13,2.48E+12,561.387,,526.2190892
2.19E+13,2.88E+12,529.86,,2.10E+13,2.73E+12,524.5597677,514.0685724,1.95E+13,2.50E+12,559.433,,524.5597677
2.21E+13,2.90E+12,528.303,,2.11E+13,2.75E+12,522.915954,512.4576349,1.97E+13,2.53E+12,557.5,,522.915954
2.22E+13,2.93E+12,526.76,,2.12E+13,2.77E+12,521.2886172,510.8628448,1.98E+13,2.55E+12,555.588,,521.2886172
2.23E+13,2.95E+12,525.231,,2.14E+13,2.79E+12,519.676788,509.2832523,2.00E+13,2.57E+12,553.697,,519.676788
2.25E+13,2.97E+12,523.716,,2.15E+13,2.82E+12,518.0814358,507.719807,2.01E+13,2.59E+12,551.826,,518.0814358
2.26E+13,2.99E+12,522.216,,2.17E+13,2.84E+12,516.500622,506.1706095,2.03E+13,2.62E+12,549.976,,516.500622
2.28E+13,3.01E+12,520.728,,2.18E+13,2.86E+12,514.9362851,504.6375594,2.04E+13,2.64E+12,548.144,,514.9362851
2.29E+13,3.04E+12,519.254,,2.19E+13,2.88E+12,513.3855174,503.117807,2.05E+13,2.66E+12,546.332,,513.3855174
2.30E+13,3.06E+12,517.794,,2.21E+13,2.91E+12,511.8502574,501.6132522,2.07E+13,2.68E+12,544.539,,511.8502574
2.32E+13,3.08E+12,516.346,,2.22E+13,2.93E+12,510.3295358,500.1229451,2.08E+13,2.71E+12,542.764,,510.3295358
2.33E+13,3.10E+12,514.911,,2.24E+13,2.95E+12,508.8233527,498.6468857,2.10E+13,2.73E+12,541.008,,508.8233527
2.35E+13,3.13E+12,513.488,,2.25E+13,2.97E+12,507.3307388,497.184124,2.11E+13,2.75E+12,539.27,,507.3307388
2.36E+13,3.15E+12,512.078,,2.26E+13,3.00E+12,505.8516941,495.7346603,2.13E+13,2.78E+12,537.549,,505.8516941
2.37E+13,3.17E+12,510.681,,2.28E+13,3.02E+12,504.3862187,494.2984943,2.14E+13,2.80E+12,535.845,,504.3862187
2.39E+13,3.19E+12,509.295,,2.29E+13,3.04E+12,502.9352817,492.876576,2.16E+13,2.82E+12,534.159,,502.9352817
2.40E+13,3.22E+12,507.921,,2.31E+13,3.07E+12,501.4959754,491.4660559,2.17E+13,2.85E+12,532.489,,501.4959754
2.41E+13,3.24E+12,506.559,,2.32E+13,3.09E+12,500.0702384,490.0688336,2.18E+13,2.87E+12,530.835,,500.0702384
2.43E+13,3.26E+12,505.208,,2.34E+13,3.11E+12,498.6580706,488.6849092,2.20E+13,2.89E+12,529.198,,498.6580706
2.44E+13,3.28E+12,503.869,,2.35E+13,3.13E+12,497.2575335,487.3123828,2.21E+13,2.91E+12,527.577,,497.2575335
2.46E+13,3.31E+12,502.541,,2.36E+13,3.16E+12,495.8695964,485.9522045,2.23E+13,2.94E+12,525.971,,495.8695964
2.47E+13,3.33E+12,501.224,,2.38E+13,3.18E+12,494.4942594,484.6043742,2.24E+13,2.96E+12,524.381,,494.4942594
2.48E+13,3.35E+12,499.917,,2.39E+13,3.20E+12,493.130553,483.267942,2.26E+13,2.98E+12,522.806,,493.130553
2.50E+13,3.37E+12,498.622,,2.41E+13,3.23E+12,491.7784775,481.9429079,2.27E+13,3.01E+12,521.246,,491.7784775
2.51E+13,3.40E+12,497.337,,2.42E+13,3.25E+12,490.4390019,480.6302218,2.29E+13,3.03E+12,519.701,,490.4390019
2.53E+13,3.42E+12,496.063,,2.43E+13,3.27E+12,489.1101878,479.3279841,2.30E+13,3.05E+12,518.17,,489.1101878
2.54E+13,3.44E+12,494.799,,2.45E+13,3.29E+12,487.7930045,478.0371444,2.31E+13,3.08E+12,516.653,,487.7930045
2.55E+13,3.47E+12,493.545,,2.46E+13,3.32E+12,486.487452,476.7577029,2.33E+13,3.10E+12,515.15,,486.487452
2.57E+13,3.49E+12,492.301,,2.48E+13,3.34E+12,485.192561,475.4887097,2.34E+13,3.12E+12,513.661,,485.192561
2.58E+13,3.51E+12,491.067,,2.49E+13,3.36E+12,483.9083315,474.2301648,2.36E+13,3.15E+12,512.186,,483.9083315
2.59E+13,3.53E+12,489.843,,2.50E+13,3.39E+12,482.6357327,472.9830181,2.37E+13,3.17E+12,510.724,,482.6357327
2.61E+13,3.56E+12,488.629,,2.52E+13,3.41E+12,481.3728263,471.7453698,2.39E+13,3.19E+12,509.275,,481.3728263
2.62E+13,3.58E+12,487.423,,2.53E+13,3.43E+12,480.1205814,470.5181698,2.40E+13,3.22E+12,507.839,,480.1205814
2.64E+13,3.60E+12,486.228,,2.55E+13,3.46E+12,478.8780288,469.3004682,2.42E+13,3.24E+12,506.416,,478.8780288
2.65E+13,3.63E+12,485.042,,2.56E+13,3.48E+12,477.6461377,468.093215,2.43E+13,3.26E+12,505.006,,477.6461377
2.66E+13,3.65E+12,483.864,,2.58E+13,3.50E+12,476.4249082,466.89641,2.44E+13,3.29E+12,503.608,,476.4249082
2.68E+13,3.67E+12,482.696,,2.59E+13,3.53E+12,475.2124017,465.7081537,2.46E+13,3.31E+12,502.222,,475.2124017
2.69E+13,3.70E+12,481.537,,2.60E+13,3.55E+12,474.0105568,464.5303456,2.47E+13,3.34E+12,500.848,,474.0105568
2.71E+13,3.72E+12,480.386,,2.62E+13,3.57E+12,472.8174349,463.3610862,2.49E+13,3.36E+12,499.486,,472.8174349
2.72E+13,3.74E+12,479.245,,2.63E+13,3.60E+12,471.6349745,462.202275,2.50E+13,3.38E+12,498.136,,471.6349745
2.73E+13,3.76E+12,478.111,,2.65E+13,3.62E+12,470.4612372,461.0520125,2.52E+13,3.41E+12,496.797,,470.4612372
2.75E+13,3.79E+12,476.987,,2.66E+13,3.64E+12,469.296223,459.9102986,2.53E+13,3.43E+12,495.47,,469.296223
2.76E+13,3.81E+12,475.87,,2.67E+13,3.67E+12,468.1409011,458.7780831,2.55E+13,3.45E+12,494.154,,468.1409011
2.77E+13,3.83E+12,474.762,,2.69E+13,3.69E+12,466.9943022,457.6544162,2.56E+13,3.48E+12,492.848,,466.9943022
2.79E+13,3.86E+12,473.662,,2.70E+13,3.71E+12,465.8564265,456.5392979,2.57E+13,3.50E+12,491.554,,465.8564265
2.80E+13,3.88E+12,472.57,,2.72E+13,3.74E+12,464.7272737,455.4327283,2.59E+13,3.53E+12,490.271,,464.7272737
2.82E+13,3.90E+12,471.486,,2.73E+13,3.76E+12,463.6078133,454.335657,2.60E+13,3.55E+12,488.998,,463.6078133
2.83E+13,3.93E+12,470.41,,2.74E+13,3.78E+12,462.4961067,453.2461846,2.62E+13,3.57E+12,487.735,,462.4961067
2.84E+13,3.95E+12,469.341,,2.76E+13,3.81E+12,461.3931232,452.1652608,2.63E+13,3.60E+12,486.483,,461.3931232
2.86E+13,3.97E+12,468.281,,2.77E+13,3.83E+12,460.2978935,451.0919357,2.65E+13,3.62E+12,485.241,,460.2978935
2.87E+13,4.00E+12,467.228,,2.79E+13,3.85E+12,459.2113869,450.0271592,2.66E+13,3.65E+12,484.009,,459.2113869
2.88E+13,4.02E+12,466.182,,2.80E+13,3.88E+12,458.1326342,448.9699815,2.68E+13,3.67E+12,482.786,,458.1326342
2.90E+13,4.04E+12,465.144,,2.81E+13,3.90E+12,457.0616352,447.9204025,2.69E+13,3.69E+12,481.574,,457.0616352
2.91E+13,4.07E+12,464.113,,2.83E+13,3.93E+12,455.9993594,446.8793722,2.71E+13,3.72E+12,480.371,,455.9993594
2.93E+13,4.09E+12,463.089,,2.84E+13,3.95E+12,454.9438681,445.8449908,2.72E+13,3.74E+12,479.178,,454.9438681
2.94E+13,4.11E+12,462.072,,2.86E+13,3.97E+12,453.8970999,444.8191579,2.73E+13,3.77E+12,477.994,,453.8970999
2.95E+13,4.14E+12,461.063,,2.87E+13,4.00E+12,452.8571164,443.799974,2.75E+13,3.79E+12,476.819,,452.8571164
2.97E+13,4.16E+12,460.06,,2.89E+13,4.02E+12,451.8248866,442.7883889,2.76E+13,3.82E+12,475.653,,451.8248866
2.98E+13,4.19E+12,459.065,,2.90E+13,4.04E+12,450.8004107,441.7844025,2.78E+13,3.84E+12,474.497,,450.8004107
3.00E+13,4.21E+12,458.076,,2.91E+13,4.07E+12,449.7836887,440.7880149,2.79E+13,3.86E+12,473.349,,449.7836887
3.01E+13,4.23E+12,457.094,,2.93E+13,4.09E+12,448.772782,439.7973264,2.81E+13,3.89E+12,472.21,,448.772782
3.02E+13,4.26E+12,456.118,,2.94E+13,4.12E+12,447.7705984,438.8151864,2.82E+13,3.91E+12,471.08,,447.7705984
3.04E+13,4.28E+12,455.149,,2.96E+13,4.14E+12,446.7742301,437.8387455,2.84E+13,3.94E+12,469.958,,446.7742301
3.05E+13,4.30E+12,454.187,,2.97E+13,4.16E+12,445.7856158,436.8699034,2.85E+13,3.96E+12,468.845,,445.7856158
3.06E+13,4.33E+12,453.231,,2.98E+13,4.19E+12,444.803786,435.9077102,2.86E+13,3.99E+12,467.74,,444.803786
3.08E+13,4.35E+12,452.281,,3.00E+13,4.21E+12,443.8287408,434.952166,2.88E+13,4.01E+12,466.643,,443.8287408
3.09E+13,4.37E+12,451.338,,3.01E+13,4.24E+12,442.8604802,434.0032706,2.89E+13,4.03E+12,465.554,,442.8604802
3.11E+13,4.40E+12,450.401,,3.03E+13,4.26E+12,441.8990043,433.0610242,2.91E+13,4.06E+12,464.474,,441.8990043
3.12E+13,4.42E+12,449.47,,3.04E+13,4.28E+12,440.9443129,432.1254266,2.92E+13,4.08E+12,463.401,,440.9443129
