R0,SH0,T0,,R1,SH1,T1,,R2,SH2,T2,,
5.90E+13,9.58E+12,334.425,,5.87E+13,9.52E+12,324.8741982,318.3767142,5.83E+13,9.44E+12,336.32,,324.8741982
5.92E+13,9.61E+12,334.063,,5.89E+13,9.55E+12,324.5136447,318.0233718,5.84E+13,9.47E+12,335.935,,324.5136447
5.93E+13,9.63E+12,333.702,,5.90E+13,9.58E+12,324.1550297,317.6719291,5.86E+13,9.50E+12,335.551,,324.1550297
5.94E+13,9.66E+12,333.343,,5.92E+13,9.61E+12,323.7973839,317.3214362,5.87E+13,9.52E+12,335.168,,323.7973839
5.96E+13,9.69E+12,332.984,,5.93E+13,9.63E+12,323.4416766,316.972843,5.89E+13,9.55E+12,334.787,,323.4416766
5.97E+13,9.72E+12,332.627,,5.94E+13,9.66E+12,323.0859692,316.6242498,5.90E+13,9.58E+12,334.407,,323.0859692
5.99E+13,9.74E+12,332.271,,5.96E+13,9.69E+12,322.7331696,316.2785062,5.92E+13,9.61E+12,334.029,,322.7331696
6.00E+13,9.77E+12,331.916,,5.97E+13,9.72E+12,322.3803699,315.9327625,5.93E+13,9.64E+12,333.652,,322.3803699
6.01E+13,9.80E+12,331.563,,5.99E+13,9.74E+12,322.0285395,315.5879687,5.95E+13,9.67E+12,333.276,,322.0285395
6.03E+13,9.82E+12,331.21,,6.00E+13,9.77E+12,321.6786476,315.2450746,5.96E+13,9.69E+12,332.902,,321.6786476
6.04E+13,9.85E+12,330.859,,6.01E+13,9.80E+12,321.3297248,314.9031303,5.98E+13,9.72E+12,332.528,,321.3297248
6.05E+13,9.88E+12,330.509,,6.03E+13,9.83E+12,320.9817713,314.5621359,5.99E+13,9.75E+12,332.157,,320.9817713
6.07E+13,9.91E+12,330.16,,6.04E+13,9.86E+12,320.6357563,314.2230412,6.00E+13,9.78E+12,331.786,,320.6357563
6.08E+13,9.93E+12,329.813,,6.06E+13,9.88E+12,320.2907105,313.8848963,6.02E+13,9.81E+12,331.417,,320.2907105
6.10E+13,9.96E+12,329.466,,6.07E+13,9.91E+12,319.9466339,313.5477012,6.03E+13,9.84E+12,331.049,,319.9466339
6.11E+13,9.99E+12,329.121,,6.08E+13,9.94E+12,319.6035266,313.211456,6.05E+13,9.87E+12,330.683,,319.6035266
6.12E+13,1.00E+13,328.777,,6.10E+13,9.97E+12,319.2613884,312.8761607,6.06E+13,9.89E+12,330.317,,319.2613884
6.14E+13,1.00E+13,328.434,,6.11E+13,9.99E+12,318.9211888,312.542765,6.08E+13,9.92E+12,329.953,,318.9211888
6.15E+13,1.01E+13,328.092,,6.13E+13,1.00E+13,318.5809891,312.2093693,6.09E+13,9.95E+12,329.591,,318.5809891
6.17E+13,1.01E+13,327.751,,6.14E+13,1.01E+13,318.2427279,311.8778734,6.11E+13,9.98E+12,329.229,,318.2427279
6.18E+13,1.01E+13,327.411,,6.16E+13,1.01E+13,317.9054359,311.5473272,6.12E+13,1.00E+13,328.869,,317.9054359
6.19E+13,1.02E+13,327.073,,6.17E+13,1.01E+13,317.5700824,311.2186808,6.13E+13,1.00E+13,328.51,,317.5700824
6.21E+13,1.02E+13,326.735,,6.18E+13,1.01E+13,317.2347289,310.8900343,6.15E+13,1.01E+13,328.153,,317.2347289
6.22E+13,1.02E+13,326.399,,6.20E+13,1.02E+13,316.9013139,310.5632876,6.16E+13,1.01E+13,327.796,,316.9013139
6.23E+13,1.02E+13,326.064,,6.21E+13,1.02E+13,316.5678988,310.2365408,6.18E+13,1.01E+13,327.441,,316.5678988
6.25E+13,1.03E+13,325.729,,6.23E+13,1.02E+13,316.2364222,309.9116938,6.19E+13,1.02E+13,327.087,,316.2364222
6.26E+13,1.03E+13,325.396,,6.24E+13,1.02E+13,315.9059149,309.5877966,6.21E+13,1.02E+13,326.734,,315.9059149
6.28E+13,1.03E+13,325.064,,6.25E+13,1.03E+13,315.5763767,309.2648492,6.22E+13,1.02E+13,326.382,,315.5763767
6.29E+13,1.03E+13,324.733,,6.27E+13,1.03E+13,315.2487771,308.9438015,6.24E+13,1.02E+13,326.032,,315.2487771
6.30E+13,1.04E+13,324.404,,6.28E+13,1.03E+13,314.9211774,308.6227538,6.25E+13,1.03E+13,325.683,,314.9211774
6.32E+13,1.04E+13,324.075,,6.30E+13,1.04E+13,314.5955162,308.3036058,6.26E+13,1.03E+13,325.335,,314.5955162
6.33E+13,1.04E+13,323.747,,6.31E+13,1.04E+13,314.269855,307.9844579,6.28E+13,1.03E+13,324.988,,314.269855
6.34E+13,1.05E+13,323.42,,6.32E+13,1.04E+13,313.9461322,307.6672096,6.29E+13,1.04E+13,324.642,,313.9461322
6.36E+13,1.05E+13,323.095,,6.34E+13,1.04E+13,313.6233787,307.3509111,6.31E+13,1.04E+13,324.298,,313.6233787
6.37E+13,1.05E+13,322.77,,6.35E+13,1.05E+13,313.3006252,307.0346127,6.32E+13,1.04E+13,323.954,,313.3006252
6.39E+13,1.05E+13,322.447,,6.37E+13,1.05E+13,312.9798101,306.7202139,6.34E+13,1.04E+13,323.612,,312.9798101
6.40E+13,1.06E+13,322.124,,6.38E+13,1.05E+13,312.6599643,306.406765,6.35E+13,1.05E+13,323.271,,312.6599643
6.41E+13,1.06E+13,321.803,,6.39E+13,1.06E+13,312.3420569,306.0952158,6.37E+13,1.05E+13,322.931,,312.3420569
6.43E+13,1.06E+13,321.482,,6.41E+13,1.06E+13,312.0241495,305.7836665,6.38E+13,1.05E+13,322.593,,312.0241495
6.44E+13,1.07E+13,321.163,,6.42E+13,1.06E+13,311.7072114,305.4730671,6.39E+13,1.06E+13,322.255,,311.7072114
6.46E+13,1.07E+13,320.844,,6.44E+13,1.06E+13,311.3912425,305.1634176,6.41E+13,1.06E+13,321.918,,311.3912425
6.47E+13,1.07E+13,320.527,,6.45E+13,1.07E+13,311.077212,304.8556678,6.42E+13,1.06E+13,321.583,,311.077212
6.48E+13,1.07E+13,320.21,,6.47E+13,1.07E+13,310.7631815,304.5479179,6.44E+13,1.06E+13,321.249,,310.7631815
6.50E+13,1.08E+13,319.895,,6.48E+13,1.07E+13,310.4501203,304.2411179,6.45E+13,1.07E+13,320.916,,310.4501203
6.51E+13,1.08E+13,319.58,,6.49E+13,1.08E+13,310.1389976,303.9362176,6.47E+13,1.07E+13,320.583,,310.1389976
6.52E+13,1.08E+13,319.267,,6.51E+13,1.08E+13,309.8278748,303.6313173,6.48E+13,1.07E+13,320.252,,309.8278748
6.54E+13,1.08E+13,318.954,,6.52E+13,1.08E+13,309.5186905,303.3283167,6.50E+13,1.08E+13,319.922,,309.5186905
6.55E+13,1.09E+13,318.643,,6.54E+13,1.08E+13,309.2095062,303.0253161,6.51E+13,1.08E+13,319.594,,309.2095062
6.57E+13,1.09E+13,318.332,,6.55E+13,1.09E+13,308.9022603,302.7242151,6.52E+13,1.08E+13,319.266,,308.9022603
6.58E+13,1.09E+13,318.022,,6.56E+13,1.09E+13,308.5950145,302.4231142,6.54E+13,1.08E+13,318.939,,308.5950145
6.59E+13,1.10E+13,317.714,,6.58E+13,1.09E+13,308.2897071,302.123913,6.55E+13,1.09E+13,318.613,,308.2897071
6.61E+13,1.10E+13,317.406,,6.59E+13,1.10E+13,307.9843997,301.8247117,6.57E+13,1.09E+13,318.289,,307.9843997
6.62E+13,1.10E+13,317.099,,6.61E+13,1.10E+13,307.6800616,301.5264603,6.58E+13,1.09E+13,317.965,,307.6800616
6.64E+13,1.10E+13,316.793,,6.62E+13,1.10E+13,307.3776619,301.2301086,6.60E+13,1.10E+13,317.643,,307.3776619
6.65E+13,1.11E+13,316.488,,6.63E+13,1.10E+13,307.0752622,300.9337569,6.61E+13,1.10E+13,317.321,,307.0752622
6.66E+13,1.11E+13,316.184,,6.65E+13,1.11E+13,306.7748009,300.6393049,6.63E+13,1.10E+13,317.001,,306.7748009
6.68E+13,1.11E+13,315.881,,6.66E+13,1.11E+13,306.4743397,300.3448529,6.64E+13,1.10E+13,316.681,,306.4743397
6.69E+13,1.12E+13,315.579,,6.68E+13,1.11E+13,306.1748477,300.0513507,6.66E+13,1.11E+13,316.363,,306.1748477
6.70E+13,1.12E+13,315.278,,6.69E+13,1.12E+13,305.8772941,299.7597482,6.67E+13,1.11E+13,316.046,,305.8772941
6.72E+13,1.12E+13,314.977,,6.70E+13,1.12E+13,305.5797406,299.4681458,6.68E+13,1.11E+13,315.729,,305.5797406
6.73E+13,1.12E+13,314.678,,6.72E+13,1.12E+13,305.2831563,299.1774931,6.70E+13,1.12E+13,315.414,,305.2831563
6.75E+13,1.13E+13,314.38,,6.73E+13,1.12E+13,304.9875412,298.8877903,6.71E+13,1.12E+13,315.1,,304.9875412
6.76E+13,1.13E+13,314.082,,6.75E+13,1.13E+13,304.6928953,298.5990374,6.73E+13,1.12E+13,314.786,,304.6928953
6.77E+13,1.13E+13,313.785,,6.76E+13,1.13E+13,304.3992187,298.3112343,6.74E+13,1.13E+13,314.474,,304.3992187
6.79E+13,1.13E+13,313.489,,6.78E+13,1.13E+13,304.1065113,298.0243811,6.76E+13,1.13E+13,314.162,,304.1065113
6.80E+13,1.14E+13,313.194,,6.79E+13,1.13E+13,303.8147731,297.7384776,6.77E+13,1.13E+13,313.852,,303.8147731
6.82E+13,1.14E+13,312.9,,6.80E+13,1.14E+13,303.5240042,297.4535241,6.79E+13,1.13E+13,313.543,,303.5240042
6.83E+13,1.14E+13,312.607,,6.82E+13,1.14E+13,303.2332352,297.1685705,6.80E+13,1.14E+13,313.234,,303.2332352
6.84E+13,1.15E+13,312.315,,6.83E+13,1.14E+13,302.9444047,296.8855167,6.81E+13,1.14E+13,312.927,,302.9444047
6.86E+13,1.15E+13,312.023,,6.85E+13,1.15E+13,302.6555743,296.6024628,6.83E+13,1.14E+13,312.62,,302.6555743
6.87E+13,1.15E+13,311.733,,6.86E+13,1.15E+13,302.3686822,296.3213086,6.84E+13,1.15E+13,312.314,,302.3686822
6.88E+13,1.15E+13,311.443,,6.87E+13,1.15E+13,302.0817902,296.0401544,6.86E+13,1.15E+13,312.01,,302.0817902
6.90E+13,1.16E+13,311.154,,6.89E+13,1.15E+13,301.7958674,295.7599501,6.87E+13,1.15E+13,311.706,,301.7958674
6.91E+13,1.16E+13,310.866,,6.90E+13,1.16E+13,301.5109139,295.4806956,6.89E+13,1.15E+13,311.403,,301.5109139
6.93E+13,1.16E+13,310.579,,6.92E+13,1.16E+13,301.2269295,295.202391,6.90E+13,1.16E+13,311.101,,301.2269295
6.94E+13,1.17E+13,310.293,,6.93E+13,1.16E+13,300.9439144,294.9250362,6.92E+13,1.16E+13,310.8,,300.9439144
6.95E+13,1.17E+13,310.007,,6.94E+13,1.17E+13,300.6608993,294.6476814,6.93E+13,1.16E+13,310.5,,300.6608993
6.97E+13,1.17E+13,309.722,,6.96E+13,1.17E+13,300.3798227,294.3722262,6.94E+13,1.17E+13,310.201,,300.3798227
6.98E+13,1.17E+13,309.439,,6.97E+13,1.17E+13,300.0987461,294.0967711,6.96E+13,1.17E+13,309.903,,300.0987461
7.00E+13,1.18E+13,309.156,,6.99E+13,1.18E+13,299.8186386,293.8222659,6.97E+13,1.17E+13,309.606,,299.8186386
7.01E+13,1.18E+13,308.873,,7.00E+13,1.18E+13,299.5404697,293.5496603,6.99E+13,1.18E+13,309.309,,299.5404697
7.02E+13,1.18E+13,308.592,,7.01E+13,1.18E+13,299.2613315,293.2761049,7.00E+13,1.18E+13,309.014,,299.2613315
7.04E+13,1.19E+13,308.311,,7.03E+13,1.18E+13,298.9841318,293.0044491,7.02E+13,1.18E+13,308.719,,298.9841318
7.05E+13,1.19E+13,308.032,,7.04E+13,1.19E+13,298.7079013,292.7337433,7.03E+13,1.18E+13,308.426,,298.7079013
7.06E+13,1.19E+13,307.753,,7.06E+13,1.19E+13,298.4316708,292.4630374,7.05E+13,1.19E+13,308.133,,298.4316708
7.08E+13,1.19E+13,307.475,,7.07E+13,1.19E+13,298.1573788,292.1942312,7.06E+13,1.19E+13,307.841,,298.1573788
7.09E+13,1.20E+13,307.197,,7.09E+13,1.20E+13,297.8830867,291.925425,7.07E+13,1.19E+13,307.55,,297.8830867
7.11E+13,1.20E+13,306.921,,7.10E+13,1.20E+13,297.6097639,291.6575686,7.09E+13,1.20E+13,307.26,,297.6097639
7.12E+13,1.20E+13,306.645,,7.11E+13,1.20E+13,297.3364411,291.3897123,7.10E+13,1.20E+13,306.971,,297.3364411
7.13E+13,1.21E+13,306.37,,7.13E+13,1.20E+13,297.0650568,291.1237556,7.12E+13,1.20E+13,306.682,,297.0650568
7.15E+13,1.21E+13,306.096,,7.14E+13,1.21E+13,296.7936724,290.857799,7.13E+13,1.20E+13,306.395,,296.7936724
7.16E+13,1.21E+13,305.822,,7.16E+13,1.21E+13,296.5242266,290.593742,7.15E+13,1.21E+13,306.108,,296.5242266
7.18E+13,1.21E+13,305.55,,7.17E+13,1.21E+13,296.2547807,290.3296851,7.16E+13,1.21E+13,305.822,,296.2547807
7.19E+13,1.22E+13,305.278,,7.18E+13,1.22E+13,295.9853348,290.0656281,7.18E+13,1.21E+13,305.537,,295.9853348
7.20E+13,1.22E+13,305.007,,7.20E+13,1.22E+13,295.7178274,289.8034708,7.19E+13,1.22E+13,305.253,,295.7178274
7.22E+13,1.22E+13,304.736,,7.21E+13,1.22E+13,295.4512892,289.5422634,7.20E+13,1.22E+13,304.969,,295.4512892
7.23E+13,1.22E+13,304.467,,7.23E+13,1.22E+13,295.184751,289.2810559,7.22E+13,1.22E+13,304.687,,295.184751
7.24E+13,1.23E+13,304.198,,7.24E+13,1.23E+13,294.919182,289.0207984,7.23E+13,1.23E+13,304.405,,294.919182
7.26E+13,1.23E+13,303.93,,7.25E+13,1.23E+13,294.653613,288.7605408,7.25E+13,1.23E+13,304.124,,294.653613
7.27E+13,1.23E+13,303.662,,7.27E+13,1.23E+13,294.3899825,288.5021829,7.26E+13,1.23E+13,303.844,,294.3899825
7.29E+13,1.24E+13,303.396,,7.28E+13,1.24E+13,294.126352,288.243825,7.28E+13,1.23E+13,303.565,,294.126352
7.30E+13,1.24E+13,303.13,,7.30E+13,1.24E+13,293.8636908,287.9864169,7.29E+13,1.24E+13,303.287,,293.8636908
7.31E+13,1.24E+13,302.865,,7.31E+13,1.24E+13,293.6019987,287.7299587,7.31E+13,1.24E+13,303.009,,293.6019987
7.33E+13,1.24E+13,302.6,,7.32E+13,1.24E+13,293.3412759,287.4744504,7.32E+13,1.24E+13,302.732,,293.3412759
7.34E+13,1.25E+13,302.337,,7.34E+13,1.25E+13,293.0805531,287.218942,7.34E+13,1.25E+13,302.456,,293.0805531
7.36E+13,1.25E+13,302.074,,7.35E+13,1.25E+13,292.8207995,286.9643835,7.35E+13,1.25E+13,302.181,,292.8207995
7.37E+13,1.25E+13,301.812,,7.37E+13,1.25E+13,292.5620151,286.7107748,7.36E+13,1.25E+13,301.907,,292.5620151
7.38E+13,1.26E+13,301.55,,7.38E+13,1.26E+13,292.3042,286.458116,7.38E+13,1.26E+13,301.633,,292.3042
7.40E+13,1.26E+13,301.29,,7.40E+13,1.26E+13,292.0463849,286.2054572,7.39E+13,1.26E+13,301.361,,292.0463849
7.41E+13,1.26E+13,301.03,,7.41E+13,1.26E+13,291.789539,285.9537482,7.41E+13,1.26E+13,301.088,,291.789539
7.42E+13,1.26E+13,300.77,,7.42E+13,1.26E+13,291.5336623,285.7029891,7.42E+13,1.26E+13,300.817,,291.5336623
7.44E+13,1.27E+13,300.512,,7.44E+13,1.27E+13,291.2787549,285.4531798,7.44E+13,1.27E+13,300.547,,291.2787549
7.45E+13,1.27E+13,300.254,,7.45E+13,1.27E+13,291.0238474,285.2033705,7.45E+13,1.27E+13,300.277,,291.0238474
7.47E+13,1.27E+13,299.996,,7.47E+13,1.27E+13,290.7699092,284.954511,7.47E+13,1.27E+13,300.008,,290.7699092
7.48E+13,1.28E+13,299.74,,7.48E+13,1.28E+13,290.5169403,284.7066014,7.48E+13,1.28E+13,299.74,,290.5169403
